"","nume","pret","reducere","sortimente","Date","RobotName","RobotVersion","Sortiment","Post_cheltuieli"
"1132","Ceai natural lamai verzi si portocale Fares Ceaiurile Lumii 40g","329 Lei/bucata","","Cafea si ceaiuri",20170803,"carrefour.js","v1",NA,NA
"1133","Ceai natural Picioare Usoare Fares Stare de Bine 30g","420 Lei/bucata",NA,"Cafea si ceaiuri",20170803,"carrefour.js","v1",NA,NA
"1134","Ceai negru aromat cu bergamota Zauberer 40g","595 Lei/bucata","","Cafea si ceaiuri",20170803,"carrefour.js","v1",NA,NA
"1135","Ceai negru aromat cu fructe rosii Carrefour 34g","849 Lei/bucata",NA,"Cafea si ceaiuri",20170803,"carrefour.js","v1",NA,NA
"1136","Ceai negru aromatizat, cu coaja de lamaie Lipton Lemon Tea 34g","835 Lei/bucata","","Cafea si ceaiuri",20170803,"carrefour.js","v1",NA,NA
"1137","Ceai negru Carrefour Darjeeling 36g","869 Lei/bucata",NA,"Cafea si ceaiuri",20170803,"carrefour.js","v1",NA,NA
"1138","Ceai negru cu aroma de vanilie Carrefour 50g","614 Lei/bucata",NA,"Cafea si ceaiuri",20170803,"carrefour.js","v1",NA,NA
"1139","Ceai negru cu aroma fructe de padure Twinings 25x2g","1540 Lei/bucata",NA,"Cafea si ceaiuri",20170803,"carrefour.js","v1",NA,NA
"1140","Ceai negru cu fructe de padure Lipton Forest Fruit 34g","820 Lei/bucata","","Cafea si ceaiuri",20170803,"carrefour.js","v1",NA,NA
"1141","Ceai negru indian Belin 150g","519 Lei/bucata","","Cafea si ceaiuri",20170803,"carrefour.js","v1",NA,NA
"1142","Ceai negru Lipton Yellow Label 100g","1085 Lei/bucata","","Cafea si ceaiuri",20170803,"carrefour.js","v1",NA,NA
"1143","Ceai negru Lipton Yellow Label 50g","625 Lei/bucata","","Cafea si ceaiuri",20170803,"carrefour.js","v1",NA,NA
"1144","Ceai negru Twinings English Breakfast 100g","1965 Lei/bucata",NA,"Cafea si ceaiuri",20170803,"carrefour.js","v1",NA,NA
"1145","Ceai organism purificat Fares Stare de Bine 30g","420 Lei/bucata",NA,"Cafea si ceaiuri",20170803,"carrefour.js","v1",NA,NA
"1146","Ceai protector hepatic Fares Stare de Bine 30g","420 Lei/bucata",NA,"Cafea si ceaiuri",20170803,"carrefour.js","v1",NA,NA
"1147","Ceai Silueta Perfecta 1 Fares Stare de Bine 30g","320 Lei/bucata","","Cafea si ceaiuri",20170803,"carrefour.js","v1",NA,NA
"1148","Ceai Silueta Perfecta 2 Fares 30g","380 Lei/bucata",NA,"Cafea si ceaiuri",20170803,"carrefour.js","v1",NA,NA
"1149","Ceai somn linistit Fares Stare de Bine 30g","420 Lei/bucata","","Cafea si ceaiuri",20170803,"carrefour.js","v1",NA,NA
"1150","Ceai sveltaflor Fares 50g","430 Lei/bucata",NA,"Cafea si ceaiuri",20170803,"carrefour.js","v1",NA,NA
"1151","Ceai Teekanne Fruit Kiss 50g","790 Lei/bucata","","Cafea si ceaiuri",20170803,"carrefour.js","v1",NA,NA
"1152","Ceai Teekanne Fruit Love 50g","790 Lei/bucata",NA,"Cafea si ceaiuri",20170803,"carrefour.js","v1",NA,NA
"1153","Ceai Teekanne Zen Chai 35g","790 Lei/bucata","","Cafea si ceaiuri",20170803,"carrefour.js","v1",NA,NA
"1154","Ceai tei Belin 18g","365 Lei/bucata","","Cafea si ceaiuri",20170803,"carrefour.js","v1",NA,NA
"1155","Ceai tonic cu ginseng Fares Natural 40g","919 Lei/bucata",NA,"Cafea si ceaiuri",20170803,"carrefour.js","v1",NA,NA
"1156","Ceai Tranzit Rapid Fares Stare de Bine 30g","420 Lei/bucata",NA,"Cafea si ceaiuri",20170803,"carrefour.js","v1",NA,NA
"1157","Ceai verde aromatizat cu gust de fructe exotice Teekanne 20x1.75g","745 Lei/bucata",NA,"Cafea si ceaiuri",20170803,"carrefour.js","v1",NA,NA
"1158","Ceai verde Baktat Alice Green Tea 43.75g","825 Lei/bucata",NA,"Cafea si ceaiuri",20170803,"carrefour.js","v1",NA,NA
"1159","Ceai verde Belin 40g","230 Lei/bucata","","Cafea si ceaiuri",20170803,"carrefour.js","v1",NA,NA
"1160","Ceai verde Carrefour 40g","686 Lei/bucata",NA,"Cafea si ceaiuri",20170803,"carrefour.js","v1",NA,NA
"1161","Ceai verde cu aroma de aloe Belin 40g","260 Lei/bucata",NA,"Cafea si ceaiuri",20170803,"carrefour.js","v1",NA,NA
"1162","Ceai verde cu aroma fructe de padure Twinings 37.5g","1400 Lei/bucata","","Cafea si ceaiuri",20170803,"carrefour.js","v1",NA,NA
"1163","Ceai verde cu fructe de padure Belin 40g","250 Lei/bucata",NA,"Cafea si ceaiuri",20170803,"carrefour.js","v1",NA,NA
"1164","Ceai verde cu lamaie K.Lehmann 40g","595 Lei/bucata","","Cafea si ceaiuri",20170803,"carrefour.js","v1",NA,NA
"1165","Ceai verde cu lamaie si vanilie Fares Ceaiurile Lumii 30g","265 Lei/bucata","","Cafea si ceaiuri",20170803,"carrefour.js","v1",NA,NA
"1166","Ceai verde cu menta 20 pliculete Lipton 32g","835 Lei/bucata","","Cafea si ceaiuri",20170803,"carrefour.js","v1",NA,NA
"1167","Ceai verde Fares 40g","265 Lei/bucata",NA,"Cafea si ceaiuri",20170803,"carrefour.js","v1",NA,NA
"1168","Ceai verde Fares Ceaiurile Lumii 75g","495 Lei/bucata",NA,"Cafea si ceaiuri",20170803,"carrefour.js","v1",NA,NA
"1169","Ceai verde Lipton Fresh Nature Green Tea 28g","835 Lei/bucata","","Cafea si ceaiuri",20170803,"carrefour.js","v1",NA,NA
"1170","Ceai verde Lipton Mandarin Orange 36g","820 Lei/bucata","","Cafea si ceaiuri",20170803,"carrefour.js","v1",NA,NA
"1171","Ceai verde Twinings 50g","1590 Lei/bucata","","Cafea si ceaiuri",20170803,"carrefour.js","v1",NA,NA
"1172","Ceai verde Twinings Gunpowder 100g","2120 Lei/bucata",NA,"Cafea si ceaiuri",20170803,"carrefour.js","v1",NA,NA
"1173","Ceai vitafruct Plafar 40g","380 Lei/bucata",NA,"Cafea si ceaiuri",20170803,"carrefour.js","v1",NA,NA
"1174","Ceai zmeura Belin 40g","250 Lei/bucata",NA,"Cafea si ceaiuri",20170803,"carrefour.js","v1",NA,NA
"1175","Ceapa argintie murata Carrefour 300g","368 Lei/bucata",NA,"Conserve si borcane",20170803,"carrefour.js","v1",NA,NA
"1176","Ceapa galbena Romania","159 Lei/kg","","Legume proaspete",20170803,"carrefour.js","v1",11901,113
"1177","Ceapa rosie import","299 Lei/kg","","Legume proaspete",20170803,"carrefour.js","v1",NA,NA
"1178","Ceapa verde legatura","099 Lei/bucata","","Legume proaspete",20170803,"carrefour.js","v1",NA,NA
"1179","Cedar calup Delaco per kg","4118 Lei/kg",NA,"Lactate",20170803,"carrefour.js","v1",NA,NA
"1180","Cerbona Choco Cereal Flakes Disney 225g","440 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"1181","Cereale active sticks Rommac 125g","360 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"1182","Cereale cu cacao Carrefour 500g","540 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"1183","Cereale cu cacao si vitamine Viva 250g","371 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"1184","Cereale cu cacao Viva 250g","391 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"1185","Cereale cu ciocolata Brio 250g","460 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"1186","Cereale cu ciocolata Cookie Crisp Brownie Nestle","1049 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"1187","Cereale cu miere Carrefour 500g","518 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"1188","Cereale cu miere Rommac Brio 250g","540 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"1189","Cereale de ciocolata cu umplutura de ciocolata Carrefour X'Trem 400g","590 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"1190","Cereale dulci cu gust de fructe Rommac Triti Bell 100g","200 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"1191","Cereale duo Carrefour 500g","575 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"1192","Cereale expandate cu merisor Casali 100g","965 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"1193","Cereale expandate invelite in ciocolata cu lapte Casali 100g","965 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"1194","Cereale extrudate cu cacao si vitamine Carrefour 500g","575 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"1195","Cereale glazurate cu ciocolata Rommac Brio 250g","430 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"1196","Cereale integrale Carrefour Fruits&Fibres 500g","940 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"1197","Cereale integrale colorate Rommac 300g","580 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"1198","Cereale mic dejun cu capsune Nestle Cini Minis 225g","600 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"1199","Cereale mic dejun Nestle Cheerios honey 250g","499 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"1200","Cereale mic dejun Nestle Cheerios honey 500g","1050 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"1201","Cereale mic dejun Nestle Chocapic 250g","499 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"1202","Cereale mic dejun Nestle Chocapic 500g","1049 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"1203","Cereale mic dejun Nestle Cini Minis 250g","499 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"1204","Cereale mic dejun Nestle Cini Minis 500g","1048 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"1205","Cereale mic dejun Nestle Cookie Crisp 250g","499 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"1206","Cereale mic dejun Nestle Cookie Crisp 500g","1048 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"1207","Cereale mic dejun Nestle Fitness 225g","560 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"1208","Cereale mic dejun Nestle Fitness 425g","880 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"1209","Cereale mic dejun Nestle Fitness Chocolate 425g","949 Lei/bucata","-10%","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"1210","Cereale mic dejun Nestle Fitness Yoghurt 425g","949 Lei/bucata","-10%","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"1211","Cereale mic dejun Nestle Fitness&Fruits 225g","590 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"1212","Cereale mic dejun Nestle Fitness&Fruits 425g","949 Lei/bucata","-10%","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"1213","Cereale mic dejun Nestle Lion 250g","499 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"1214","Cereale mic dejun Nestle Lion 500g","1048 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"1215","Cereale mic dejun Nestle Nesquik 250g","555 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"1216","Cereale mic dejun Nestle Nesquik 500g","890 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"1217","Cereale mic dejun Nestle Nesquik Alphabet 460g","890 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"1218","Cereale mic dejun Nestle Nesquik Duo 225g","555 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",11204,112
"1219","Cereale mic dejun Nestle Nesquik Duo 460g","890 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"1220","Cereale mic dejun Nestle Strawberry Minis 500g","1149 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"1221","Cereale Milupa 250g","1740 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"1222","Cereale musli SanoVita Exotic 250g","770 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"1223","Cereale orez si piersici 6 luni+ Milupa 180g","1050 Lei/bucata","","Cereale si musli",20170803,"carrefour.js","v1",NA,NA
"1224","Chec cu arahide Carrefour 400g","730 Lei/bucata",NA,"Dulciuri",20170803,"carrefour.js","v1",NA,NA
"1225","Chec cu stafide Carrefour 400g","730 Lei/bucata","","Dulciuri",20170803,"carrefour.js","v1",10812,108
"1226","Chec de cacao Albeni Ulker 35g","119 Lei/bucata",NA,"Dulciuri",20170803,"carrefour.js","v1",NA,NA
"1227","Chec de post Brownie Carrefour per kg","1790 Lei/kg","","Cofetarie si patiserie",20170803,"carrefour.js","v1",NA,NA
"1228","Cheddar maturata Prodlacta 350g","1230 Lei/bucata",NA,"Lactate",20170803,"carrefour.js","v1",NA,NA
"1229","Cheeseburger Zimbo 280g","1229 Lei/bucata","","Mancare gata preparata",20170803,"carrefour.js","v1",NA,NA
"1230","Chefir bio 3.5% grasime Napolact 330g","385 Lei/bucata","","Lactate",20170803,"carrefour.js","v1",NA,NA
"1231","Chefir Bio 3.5% Napolact 900g","885 Lei/bucata",NA,"Lactate",20170803,"carrefour.js","v1",NA,NA
"1232","Chefir Covalact 3.3% grasime 900g","549 Lei/bucata","","Lactate",20170803,"carrefour.js","v1",NA,NA
"1233","Chefir fin Bio semidegresat Andechser 500g","600 Lei/bucata","","Lactate",20170803,"carrefour.js","v1",NA,NA
"1234","Chefir Napolact 3.5% grasime 900g","640 Lei/bucata","","Lactate",20170803,"carrefour.js","v1",NA,NA
"1235","Chefir ProdLacta 3.3% grasime 400g","265 Lei/bucata",NA,"Lactate",20170803,"carrefour.js","v1",NA,NA
"1236","Chefir usor Covalact 0.7% grasime 900g","559 Lei/bucata",NA,"Lactate",20170803,"carrefour.js","v1",NA,NA
"1237","Chifla Cub Floarea Soarelui 50g","138 Lei/bucata","","Panificatie",20170803,"carrefour.js","v1",NA,NA
"1238","Chifla kaiser cu mac 50g","030 Lei/bucata","","Panificatie",20170803,"carrefour.js","v1",NA,NA
"1239","Chifla kaiser multicereale 50g","069 Lei/bucata","","Panificatie",20170803,"carrefour.js","v1",NA,NA
"1240","Chifla kaiser natural 45g","030 Lei/bucata","","Panificatie",20170803,"carrefour.js","v1",NA,NA
"1241","Chifle albe Carrefour 10buc 500g","260 Lei/bucata","","Panificatie",20170803,"carrefour.js","v1",10602,106
"1242","Chifle pentru Hamburger cu susan Quickbury 300g","765 Lei/bucata","","Panificatie",20170803,"carrefour.js","v1",NA,NA
"1243","Chifle pentru hamburger Quickbury 6buc 300g","747 Lei/bucata","","Panificatie",20170803,"carrefour.js","v1",NA,NA
"1244","Chiftele de porc Carrefour Produse din Porc 220g","790 Lei/bucata","","Mancare gata preparata",20170803,"carrefour.js","v1",NA,NA
"1245","Chiftelute de legume Carrefour Produse de Post 220g","615 Lei/bucata","","Mancare gata preparata",20170803,"carrefour.js","v1",NA,NA
"1246","Chili Carrefour 15g","089 Lei/bucata",NA,"Sare si condimente",20170803,"carrefour.js","v1",NA,NA
"1247","Chili iute cu sare de mare in rasnita Kotanyi 35g","1350 Lei/bucata","","Sare si condimente",20170803,"carrefour.js","v1",NA,NA
"1248","Chili Kamis 15g","300 Lei/bucata",NA,"Sare si condimente",20170803,"carrefour.js","v1",NA,NA
"1249","Chilli macinat Fuchs 20g","230 Lei/bucata",NA,"Sare si condimente",20170803,"carrefour.js","v1",NA,NA
"1250","Chimen macinat Cosmin 17g","125 Lei/bucata","","Sare si condimente",20170803,"carrefour.js","v1",NA,NA
"1251","Chimen seminte Cosmin 20g","125 Lei/bucata","","Sare si condimente",20170803,"carrefour.js","v1",NA,NA
"1252","Chimen seminte Kamis 15g","300 Lei/bucata",NA,"Sare si condimente",20170803,"carrefour.js","v1",NA,NA
"1253","Chimen seminte Kotanyi 28g","250 Lei/bucata","","Sare si condimente",20170803,"carrefour.js","v1",NA,NA
"1254","Chips Cheesy Nacho Pringles 150g","689 Lei/bucata",NA,"Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"1255","Chips Chio Barbecue 65g","230 Lei/bucata",NA,"Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"1256","Chips cu aroma de branza Pringles 165g","689 Lei/bucata","","Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"1257","Chips cu aroma de pui la rotisor Chio 23g","079 Lei/bucata",NA,"Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"1258","Chips cu aroma de pui la rotisor Chio 65g","230 Lei/bucata",NA,"Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"1259","Chips cu aroma de pui Viva 100g","250 Lei/bucata",NA,"Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"1260","Chips cu barbecue Lay's 80g","200 Lei/bucata",NA,"Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"1261","Chips cu cascaval Chio 23g","085 Lei/bucata",NA,"Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"1262","Chips cu cascaval Chio 70g","230 Lei/bucata",NA,"Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"1263","Chips cu gust de cascaval Lay's 245g","595 Lei/bucata",NA,"Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"1264","Chips cu gust de cascaval Lay's 80g","200 Lei/bucata",NA,"Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"1265","Chips cu gust de ceapa si branza cheddar Lay's Maxx 125g","340 Lei/bucata",NA,"Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"1266","Chips cu gust de ceapa si branza cheddar Lay's Maxx 65g","220 Lei/bucata",NA,"Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"1267","Chips cu paprika Chio 220g","605 Lei/bucata",NA,"Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"1268","Chips cu paprika Chio 70g","205 Lei/bucata",NA,"Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"1269","Chips cu paprika Lay's 70g","200 Lei/bucata",NA,"Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"1270","Chips cu Paprika Lay's Maxx 125g","340 Lei/bucata",NA,"Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"1271","Chips cu Paprika Lay's Maxx 65g","220 Lei/bucata",NA,"Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"1272","Chips cu paprika Pringles 165g","689 Lei/bucata","","Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"1273","Chips cu sare Chio 220g","605 Lei/bucata",NA,"Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"1274","Chips cu sare Chio 23g","085 Lei/bucata","","Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"1275","Chips cu sare Chio 65g","205 Lei/bucata","","Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"1276","Chips cu sare de mare Exxtra Deep Chio 125g","355 Lei/bucata",NA,"Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"1277","Chips cu sare Lay's 125g","405 Lei/bucata","","Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"1278","Chips cu sare Lay's 250g","595 Lei/bucata","","Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"1279","Chips cu sare Lay's 70g","200 Lei/bucata","","Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"1280","Chips cu smantana si ceapa Chio 220g","605 Lei/bucata",NA,"Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"1281","Chips cu smantana si ceapa Chio 70g","205 Lei/bucata",NA,"Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"1282","Chips cu smantana si ceapa Pringles 40g","350 Lei/bucata","","Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"1283","Chips cu smantana si marar Viva 100g","250 Lei/bucata",NA,"Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"1284","Chips cu smantana Xtra Kikin Pringles 150g","689 Lei/bucata",NA,"Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"1285","Chips Exxtra Deep Chili Dulce Chio","245 Lei/bucata",NA,"Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"1286","Chips Exxtra Deep cu gust de friptura la gratar Chio 125g","355 Lei/bucata",NA,"Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"1287","Chips Exxtra Deep cu gust de friptura la gratar Chio 65g","230 Lei/bucata",NA,"Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"1288","Chips Exxtra Deep cu gust de Sare de mare Chio 65g","230 Lei/bucata",NA,"Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"1289","Chips Hot&Spicy Pringles 165g","689 Lei/bucata","","Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"1290","Chips rumenit cu gust de branza si ceapa Lay's 125g","380 Lei/bucata","","Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"1291","Chips rumenit cu gust de paprika Lay's 125g","380 Lei/bucata","","Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"1292","Chips sarati Pringles Original 165g","689 Lei/bucata","","Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"1293","Chips smantana si ceapa Pringles 165g","689 Lei/bucata","","Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"1294","Chips Tortilla cu sare Chio 75g","285 Lei/bucata","","Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"1295","Chipsuri Carrefour Ribble Chips Sare si Piper 200g","499 Lei/bucata",NA,"Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"1296","Chipsuri cu aroma de barbecue Lay's 105g","300 Lei/bucata",NA,"Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"1297","Chipsuri cu aroma de barbecue Lay's 155g","419 Lei/bucata",NA,"Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"1298","Chipsuri cu aroma de cascaval Lay's 105g","300 Lei/bucata",NA,"Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"1299","Chipsuri cu sare Carrefour 250g","499 Lei/bucata",NA,"Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"1300","Chipsuri cu sare Lay's Maxx 125g","340 Lei/bucata",NA,"Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"1301","Chipsuri din cartofi cu gust de paprica Lay's 245g","595 Lei/bucata",NA,"Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"1302","Chipsuri din cartofi cu gust de pui Lay's 105g","419 Lei/bucata","-6%","Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"1303","Chipsuri din cartofi cu gust de smantana si marar Lay's 105g","300 Lei/bucata",NA,"Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"1304","Chipsuri din cartofi cu gust de smantana si marar Lay's 155g","419 Lei/bucata","-5%","Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"1305","Chipsuri din cartofi cu sare Lay's 155g","419 Lei/bucata","-5%","Aperitive sarate",20170803,"carrefour.js","v1",NA,NA
"1306","Chivas proaspat Carrefour 30g","499 Lei/bucata","","Salate si plante aromatice",20170803,"carrefour.js","v1",NA,NA
"1307","Chocomel 1L","850 Lei/bucata",NA,"Lactate",20170803,"carrefour.js","v1",NA,NA
"1308","Chocomel 250ml","390 Lei/bucata",NA,"Lactate",20170803,"carrefour.js","v1",NA,NA
"1309","Chocomel 300ml","440 Lei/bucata",NA,"Lactate",20170803,"carrefour.js","v1",NA,NA
"1310","Chorizo de curcan feliat Espina 100g","1260 Lei/bucata",NA,"Mezeluri",20170803,"carrefour.js","v1",NA,NA
"1311","Chorizo Extra, feliat foarte fin Espina 150g","1585 Lei/bucata",NA,"Mezeluri",20170803,"carrefour.js","v1",NA,NA
"1312","Chorizo picante Campofrio 225g","1549 Lei/bucata","","Mezeluri",20170803,"carrefour.js","v1",NA,NA
"1313","Chorizo Salchichon Campofrio 120g","1499 Lei/bucata","","Mezeluri",20170803,"carrefour.js","v1",NA,NA
"1314","Ciabata Junior 80g","129 Lei/bucata","","Panificatie",20170803,"carrefour.js","v1",NA,NA
"1315","Cicoare instant Octal 125g","791 Lei/bucata",NA,"Cafea si ceaiuri",20170803,"carrefour.js","v1",NA,NA
"1316","Cicolata Lapte Papi 27.5g","095 Lei/bucata",NA,"Dulciuri",20170803,"carrefour.js","v1",NA,NA
"1317","Cicoolata toffee Alpinella 100g","280 Lei/bucata",NA,"Dulciuri",20170803,"carrefour.js","v1",NA,NA
"1318","Cimbru Cosmin 8g","125 Lei/bucata","","Sare si condimente",20170803,"carrefour.js","v1",NA,NA
"1319","Cimbru Fuchs 14g","211 Lei/bucata",NA,"Sare si condimente",20170803,"carrefour.js","v1",NA,NA
"1320","Cimbru Galeo 10g","130 Lei/bucata","","Sare si condimente",20170803,"carrefour.js","v1",NA,NA
"1321","Cimbru Kamis 10g","270 Lei/bucata","","Sare si condimente",20170803,"carrefour.js","v1",NA,NA
"1322","Cimbru maruntit Carrefour 10g","066 Lei/bucata","","Sare si condimente",20170803,"carrefour.js","v1",NA,NA
"1323","Cimbru maruntit Kotanyi 15g","255 Lei/bucata","","Sare si condimente",20170803,"carrefour.js","v1",NA,NA
"1324","Cimbru maruntit, uscat Kotany 100g","550 Lei/bucata",NA,"Sare si condimente",20170803,"carrefour.js","v1",NA,NA
"1325","Cimbru proaspat Carrefour 30g","499 Lei/bucata","","Salate si plante aromatice",20170803,"carrefour.js","v1",NA,NA
"1326","Ciocanel de aripa Coco Rico, per kg","1249 Lei/bucata","","Carne",20170803,"carrefour.js","v1",NA,NA
"1327","Ciocanele de pui gastro Agricola per kg","1099 Lei/kg","-16%","Carne",20170803,"carrefour.js","v1",NA,NA
"1328","Ciocolata aerata cu lapte Poiana 80g","294 Lei/bucata",NA,"Dulciuri",20170803,"carrefour.js","v1",NA,NA
"1329","Ciocolata alba aerata Poiana 80g","234 Lei/bucata",NA,"Dulciuri",20170803,"carrefour.js","v1",NA,NA
"1330","Ciocolata alba Crinodeliciosa 400g","1115 Lei/bucata",NA,"Cofetarie si patiserie",20170803,"carrefour.js","v1",NA,NA
"1331","Ciocolata alba Crinolina 100g","295 Lei/bucata",NA,"Cofetarie si patiserie",20170803,"carrefour.js","v1",NA,NA
"1332","Ciocolata alba cu alune intregi si orez Ritter Sport 100g","600 Lei/bucata",NA,"Dulciuri",20170803,"carrefour.js","v1",NA,NA
"1333","Ciocolata alba cu alune padure si fulgi porumb Heidi Grand'or 100g","650 Lei/bucata",NA,"Dulciuri",20170803,"carrefour.js","v1",NA,NA
"1334","Ciocolata alba cu cocos Carrefour 200g","570 Lei/bucata",NA,"Dulciuri",20170803,"carrefour.js","v1",NA,NA
"1335","Ciocolata alba cu fulgi de porumb si orez Ritter Sport 100g","655 Lei/bucata",NA,"Dulciuri",20170803,"carrefour.js","v1",NA,NA
"1336","Ciocolata alba cu lapte din Alpi Milka 100g","349 Lei/bucata","","Dulciuri",20170803,"carrefour.js","v1",NA,NA
"1337","Ciocolata alba cu vanilie Heidi 100g","505 Lei/bucata",NA,"Dulciuri",20170803,"carrefour.js","v1",NA,NA
"1338","Ciocolata alba Hershey'S 43g","390 Lei/bucata",NA,"Dulciuri",20170803,"carrefour.js","v1",NA,NA
