"","nume","pret_aug","nomenclator","pret_sept","nume_sept","scor_aug_sept","pret_oct","nume_oct","scor_aug_oct","pret_noi","nume_noi","scor_aug_noi"
"119","macaroane baneasa 500g",3.07,"macaroane (pachet de 500 g)  ",2.15,"macaroane baneasa 500g",101,3.07,"macaroane baneasa 500g",101,3.07,"macaroane baneasa 500g",101
"120","macrou afumat carrefour 150g",4.99,"macrou oceanic, afumat  ",4.99,"macrou afumat carrefour 150g",101,7.39,"fileuri de macrou afumat carrefour 150g",100,7.39,"fileuri de macrou afumat carrefour 150g",100
"121","malai extra boromir 1kg",3.5,"malai extra indigen -  preambalat ",2.99,"malai extra boromir 1kg",101,2.99,"malai extra boromir 1kg",101,2.99,"malai extra boromir 1kg",101
"122","margarina delma sandvis 20% grasime 250g",2.1,"margarina - cutie plastic  250 g (wiesana, delma) ",2.1,"margarina delma sandvis 20% grasime 250g",101,2.1,"margarina delma sandvis 20% grasime 250g",101,2.1,"margarina delma sandvis 20% grasime 250g",101
"123","margarina delma sandvis 20% grasime 500g",3.29,"margarina (cutie plastic de  500 g) ",3.19,"margarina delma sandvis 20% grasime 500g",101,3.29,"margarina delma sandvis 20% grasime 500g",101,3.29,"margarina delma sandvis 20% grasime 500g",101
"124","margarina unirea original 60% grasime 250g",2.5,"margarina - indigena (pachet  de 250 g) ",2.3,"margarina unirea original 60% grasime 250g",101,2.5,"margarina unirea original 60% grasime 250g",101,2.5,"margarina unirea original 60% grasime 250g",101
"125","masline negre colosal defne per kg",23.65,"masline negre - cal. i  ",20.9,"masline negre colosal defne per kg",101,23.65,"masline negre colosal defne per kg",101,22.91,"defne masline negre colosal kg",100
"126","mere golden per kg",4.39,"mere  ",4.39,"mere golden per kg",101,4.99,"mere golden kg gusturi romanesti",88,4.39,"mere golden per kg",101
"127","miere poliflora albina carpatina 400g",10.5,"miere poliflora - calitate  superioara (borcan de 350-  500 ml)",10,"miere poliflora albina carpatina 400g",101,10.5,"miere poliflora albina carpatina 400g",101,10.5,"miere poliflora albina carpatina 400g",101
"128","mozzarella fresca delaco 400g",15.5,"mozzarella delaco (cca. 400 g)  ",13.7,"mozzarella fresca delaco 400g",101,15.5,"mozzarella fresca delaco 400g",101,15.5,"mozzarella fresca delaco 400g",101
"129","muschi file campofrio per kg",33.9,"muschi file  ",31.45,"muschi file campofrio per kg",101,33.9,"muschi file campofrio per kg",101,33.9,"muschi file campofrio per kg",101
"130","muschi tiganesc campofrio per kg",35.9,"muschi tiganesc  ",31.2,"muschi tiganesc campofrio per kg",101,35.9,"muschi tiganesc campofrio per kg",101,72.21,"muschi tiganesc aurora per kg",86
"131","musli crocant cu fructe dr. oetker vitalis 300g",9,"musli vitalis (cutie 300 g)  ",7.75,"musli crocant cu fructe dr. oetker vitalis 300g",101,9,"musli crocant cu fructe dr. oetker vitalis 300g",101,8.4,"musli crocant cu fructe dr. oetker vitalis 300g",101
"132","mustar de masa 280g",1.3,"mustar de masa, simplu (200-  300 g) ",1.09,"mustar de masa 280g",101,1.3,"mustar de masa 280g",101,1.3,"mustar de masa 280g",101
"133","napolitane cu cacao si rom joe 42g",1.15,"napolitane joe"" alfers"", - pachet de 40-60 g"" ",1.15,"napolitane cu cacao si rom joe 42g",101,1.25,"napolitane cu cacao si rom joe 42g",101,1.25,"napolitane cu cacao si rom joe 42g",101
"134","nectarine per kg",4.99,"nectarine  ",6.59,"nectarine kg (vrac)",86,35.99,"carpaccio per kg",69,35.99,"carpaccio per kg",69
"135","orez bob lung extra carrefour 1kg",5.27,"orez cu bob lung, preambalat  ",4.99,"orez bob lung extra carrefour 1kg",101,5.27,"orez bob lung extra carrefour 1kg",101,5.27,"orez bob lung extra carrefour 1kg",101
"136","orez bob lung prefiert carrefour 1kg",5.27,"orez prefiert  ",5.27,"orez bob lung prefiert carrefour 1kg",101,5.27,"orez bob lung prefiert carrefour 1kg",101,5.27,"orez bob lung prefiert carrefour 1kg",101
"137","orez bob rotund carrefour 1kg",4.89,"orez cu bob rotund, preambalat  ",4.19,"orez bob rotund carrefour 1kg",101,4.39,"orez bob rotund carrefour 1kg",101,4.89,"orez bob rotund carrefour 1kg",101
"138","otet alimentar din vin vincon romania 1l",3.3,"otet alimentar de 9 grade  (sticla plastic de 1000 ml) ",3.25,"otet alimentar din vin vincon romania 1l",101,2.9,"otet alimentar din vin vincon romania 1l",101,3.3,"otet alimentar din vin vincon romania 1l",101
"139","otet de mere si vin vincon vrancea 500ml",2.6,"otet de mere (sticla plastic  de 500 ml) ",2.39,"otet de mere si vin vincon vrancea 500ml",101,2.6,"otet de mere si vin vincon vrancea 500ml",101,2.6,"otet de mere si vin vincon vrancea 500ml",101
"140","oua proaspete m 53-63g din ograda 10 bucati",7.39,"oua de la gaini crescute la  sol (cod 1, marime m) ",6.49,"oua proaspete m 53-63g din ograda 10 bucati",101,7.39,"oua proaspete m 53-63g din ograda 10 bucati",101,14.25,"oua proaspete m 53-63g toneli 20 bucati",85
"141","paine alba fulgi cartofi carrefour 500g",1.9,"piine alba cu cartofi  ",1.9,"paine alba fulgi cartofi carrefour 500g",101,1.9,"paine alba fulgi cartofi carrefour 500g",101,1.9,"paine alba fulgi cartofi carrefour 500g",101
"142","paine alba rotunda carrefour 1kg",2.7,"piine alba simpla  ",2.7,"paine alba rotunda carrefour 1kg",101,2.7,"paine alba rotunda carrefour 1kg",101,2.7,"paine alba rotunda carrefour 1kg",101
"143","paine cu faina neagra carrefour 300g",2.99,"piine neagra simpla, format  rotund, oval sau lung ",2.9,"paine cu faina neagra carrefour 300g",101,2.09,"faina neagra de grau carrefour 1kg",79,3.49,"paine cu faina integrala, feliata carrefour 600g",82
"144","paine din faina integrala de grau vel pitar 500g",3.19,"piine semialba (intermediara,  integrala) ",2.99,"paine din faina integrala de grau vel pitar 500g",101,3.19,"paine din faina integrala de grau vel pitar 500g",101,3.19,"paine din faina integrala de grau vel pitar 500g",101
"145","paine taraneasca feliata vel pitar 500g",3.29,"piine feliata (pachet celofan)  ",3.19,"paine taraneasca feliata vel pitar 500g",101,3.29,"paine taraneasca feliata vel pitar 500g",101,3.29,"paine taraneasca feliata vel pitar 500g",101
"146","parizer taranesc porc aldis per kg",17.5,"parizer din carne de vita sau  porc ",19.9,"parizer taranesc porc aldis per kg",101,17.5,"parizer taranesc porc aldis per kg",101,17.5,"parizer taranesc porc aldis per kg",101
"147","parizer taranesc pui aldis per kg",18.6,"parizer de pasare  ",15.5,"parizer taranesc pui aldis per kg",101,18.6,"parizer taranesc pui aldis per kg",101,18.6,"parizer taranesc pui aldis per kg",101
"148","paste alimentare nr. 5 barilla spaghetti 500g",5.22,"spaghetti - indigene (pachet  de 400-500 g) ",4.19,"paste alimentare nr. 5 barilla spaghetti 500g",101,5.22,"paste alimentare nr. 5 barilla spaghetti 500g",101,5.22,"paste alimentare nr. 5 barilla spaghetti 500g",101
"149","paste fainoase elice pambac 400g",2.8,"paste fainoase extra de dife-  rite forme: scoici, melci  etc. (punga de 200-500 g) -",2.75,"elice pambac 400g",100,2.8,"paste fainoase elice pambac 400g",101,2.8,"paste fainoase elice pambac 400g",101
"150","pastrama de casa campofrio per kg",26.63,"pastrama de porc  ",26.63,"pastrama de casa campofrio per kg",101,26.63,"pastrama de casa campofrio per kg",101,26.63,"pastrama de casa campofrio per kg",101
"151","pate de ficat meda 150g",2.9,"pate ficat, in forma de salam  ",2.5,"pate de ficat meda 150g",101,3.29,"pate de ficat meda 150g",101,3.29,"pate de ficat meda 150g",101
"152","pate de porc sadu 100g",1.7,"pate ficat (cutie de 100 g)  ",1.5,"pate de porc sadu 100g",101,1.7,"pate de porc sadu 100g",101,1.7,"pate de porc sadu 100g",101
"153","pate de pui bucegi 200g",3.58,"pate ficat (cutie de 200 g)  ",3.37,"pate de pui bucegi 200g",101,3.83,"pate de pui bucegi 200g",101,3.83,"pate de pui bucegi 200g",101
"154","pate vegetal original mandy 200g",3.59,"pate vegetal (cutie de 200 g)  ",3.99,"pate vegetal original mandy 200g",101,3.59,"pate vegetal original mandy 200g",101,3.92,"pate vegetal original mandy 200g",101
"155","pesmet alb titan 500g",3.1,"pesmet alb (punga de 500 g)  ",3.1,"pesmet alb titan 500g",101,3.1,"pesmet alb titan 500g",101,3.1,"pesmet alb titan 500g",101
"156","piept de manzat cu os per kg",18.99,"carne vita, minzat cu os (cap  de piept, piept, rasoale) ",18.99,"piept de manzat cu os per kg",101,18.99,"piept de manzat cu os per kg",101,18.99,"piept de manzat cu os per kg",101
"157","piept de pui cu os cu piele agricola puiul fericit per kg",20.99,"piept pasare,cu os, preambalat  ",20.99,"piept de pui cu os cu piele agricola puiul fericit per kg",101,20.99,"piept de pui cu os cu piele agricola puiul fericit per kg",101,20.99,"piept de pui cu os cu piele agricola puiul fericit per kg",101
"158","piept de pui la gratar carrefour produse din pui 210g",8.49,"piept pui la gratar (cutie  200-250 g) ",8.57,"daniela's piept de pui 210g",77,8.72,"piept de pui la gratar carrefour produse din pui 210g",101,9.69,"piept de pui la gratar carrefour produse din pui 210g",101
"159","piersici import per kg",3.99,"piersici  ",7.99,"piersici plate kg",79,4.39,"ciao piersici 2l",67,5.99,"piersici plate import per kg",100
"160","piper negru boabe galeo 17g",1.8,"piper negru, boabe (plic de  10-20 g) ",1.6,"piper negru boabe galeo 17g",101,1.6,"piper negru boabe galeo 17g",101,1.6,"piper negru boabe galeo 17g",101
"161","pipote si inimi de pui fragedo per kg",10.5,"pipote si inimi de pui si  gaina, preambalate ",9.99,"pui grill fragedo per kg",86,10.5,"pipote si inimi de pui fragedo per kg",101,12.99,"pipote si inimi de pui coco rico per kg",88
"162","portocale, per kg",6.49,"portocale  ",4.99,"portocale per kg",100,20.99,"portocale plasa eco 1 kg",86,6.99,"portocale, per kg",101
"163","porumb boabe bonduelle 340g",5.55,"porumb boabe (cutie 250-425 g)  ",5.55,"porumb boabe bonduelle 340g",101,5.55,"porumb boabe bonduelle 340g",101,5.55,"porumb boabe bonduelle 340g",101
"164","praf de budinca cu gust de vanilie dr.oetker original pudding 40g",0.9,"praf de budinca (plic de cca.  40 g) ",1.1,"praf de budinca cu gust de vanilie dr.oetker original pudding 40g",101,0.95,"praf de budinca cu gust de vanilie dr.oetker original pudding 40g",101,0.95,"praf de budinca cu gust de vanilie dr.oetker original pudding 40g",101
"165","praf de copt ruf 15g",0.31,"praf de copt (ruff""  ""dr.""  oetker) (plic 10 g)""",0.31,"praf de copt ruf 15g",101,0.29,"praf de copt 10g 365",80,1.22,"praf de copt ruf 15g",101
"166","praf de spuma pentru deserturi cu gust de frisca dr.oetker 48g",1.75,"praf de frisca dr. oetker""""  (pachet de 48 g) ",1.79,"praf de spuma pentru deserturi cu gust de frisca dr.oetker 48g",101,1.7,"praf de spuma pentru deserturi cu gust de frisca dr.oetker 48g",101,1.7,"praf de spuma pentru deserturi cu gust de frisca dr.oetker 48g",101
"167","pui grill fragedo, per kg",10.49,"pui (fara cap, git, gheare),  preambalat ",9.99,"pui grill fragedo per kg",100,10.49,"pui grill fragedo, per kg",101,10.49,"pui grill fragedo, per kg",101
"168","pulpa de manzat fara os 500g",15.99,"carne vita, minzat fara os  (pulpa, vrabioare) ",15.99,"pulpa de manzat fara os 500g",101,15.99,"pulpa de manzat fara os 500g",101,15.99,"pulpa de manzat fara os 500g",101
"169","pulpa de porc fara os per kg",16.99,"carne porc, fara os si slanina  (pulpa) ",15.99,"pulpa de porc fara os per kg",101,16.99,"pulpa de porc fara os per kg",101,16.99,"pulpa de porc fara os per kg",101
"170","pulpe de pui cu piele fragedo family pack per kg",10.79,"pulpe pui, preambalate  ",9.99,"pulpe de pui cu piele fragedo family pack per kg",101,10.99,"pulpe de pui cu piele fragedo family pack per kg",101,10.79,"pulpe de pui cu piele fragedo family pack per kg",101
"171","pulpe de pui dezosate fara piele agricola per kg",17.49,"pulpe superioare de pui, fara  piele si os, preambalate ",16.49,"pulpe de pui dezosate fara piele agricola per kg",101,17.79,"pulpe de pui dezosate fara piele agricola per kg",101,14.99,"pulpe de pui dezosate fara piele agricola per kg",101
"172","rahat cu aroma de fructe sultan 400g",5.6,"rahat simplu, diferite arome  - vrac ",5.45,"rahat cu aroma de fructe sultan 400g",101,5.6,"rahat cu aroma de fructe sultan 400g",101,5.6,"rahat cu aroma de fructe sultan 400g",101
"173","rinichi de porc per kg",7.99,"rinichi de porc  ",6.49,"rinichi de porc per kg",101,8.99,"rasol de porc per kg",82,8.99,"rasol de porc per kg",82
"174","rosii import",3.99,"tomate (rosii) de cimp  ",9.99,"pere rosii",73,20.99,"banane rosii kg",59,3.99,"rosii import",101
"175","rulada cu crema si gem de capsune pan group rollini d'oro 180g",2.55,"rulada cu gem sau crema  (180-300 g) ",2.49,"rulada cu crema si gem de capsune pan group rollini d'oro 180g",101,2.55,"rulada cu crema si gem de capsune pan group rollini d'oro 180g",101,2.55,"rulada cu crema si gem de capsune pan group rollini d'oro 180g",101
"176","salam de sibiu feliat agricola 150g",10.69,"salam de sibiu  ",11.07,"salam de sibiu feliat agricola 150g",101,11.19,"salam de sibiu feliat agricola 150g",101,11.35,"salam de sibiu feliat agricola 150g",101
"177","salam de vara aldis 400g",8.93,"salam de vara  ",8.93,"salam de vara aldis 400g",101,7.5,"salam de vara uscat aldis 300g",88,7.5,"salam de vara uscat aldis 300g",88
"178","salam italian dublu afumat in vid caroli 600g",12.4,"salam italian  ",10.7,"salam italian dublu afumat in vid caroli 600g",101,12,"salam italian dublu afumat in vid caroli 600g",101,12,"salam italian dublu afumat in vid caroli 600g",101
"179","salam sasesc cris-tim 300g",10,"salam bacau, dacia, carpati,  salonta, sasesc, banatean ",10,"salam sasesc cris-tim 300g",101,9.99,"salam sasesc cris-tim 300g",101,12.19,"salam sasesc cris-tim 300g",101
"180","salam victoria cris-tim 800g",19.55,"salam victoria  ",17.15,"salam victoria cris-tim 800g",101,20.19,"salam victoria cris-tim 800g",101,18.45,"salam victoria cris-tim 800g",101
"181","salata de icre de crap si ceapa negro 2000 150g",4.59,"salata de icre crap (cutie  plastic 100-200 g) ",4.69,"salata de icre de crap si ceapa negro 2000 150g",101,4.59,"salata de icre de crap si ceapa negro 2000 150g",101,4.59,"salata de icre de crap si ceapa negro 2000 150g",101
"182","salata verde romania per bucata",1.89,"salata verde, de cimp  ",1.89,"salata verde romania per bucata",101,4.59,"salata iceberg (bucata)",76,1.39,"salata verde romania per bucata",101
"183","salatini brezels sare 80g",0.92,"biscuiti salatini""""  ",0.92,"salatini brezels sare 80g",101,0.92,"salatini brezels sare 80g",101,0.92,"salatini brezels sare 80g",101
"184","sana covalact 3.6% grasime 900g",5.29,"sana (sticla plastic 800-  1000 g) ",4.97,"sana covalact 3.6% grasime 900g",101,4.89,"sana covalact 3.6% grasime 900g",101,5.89,"sana covalact 3.6% grasime 900g",101
"185","saratele cu cascaval monte banato 125g",2.2,"saratele (ambalate in pungi)  (100-125 g) ",2.35,"saratele cu cascaval monte banato 125g",101,2.45,"saratele cu cascaval monte banato 125g",101,2.45,"saratele cu cascaval monte banato 125g",101
"186","sardina bucati in ulei baltic club 240g",6.3,"sardina in ulei (cutie de 120-  200 g) ",5.29,"sardina bucati in ulei baltic club 240g",101,6.3,"sardina bucati in ulei baltic club 240g",101,6.3,"sardina bucati in ulei baltic club 240g",101
"187","sare iodata extrafina defne 1kg",2.2,"sare extra, iodata (cutie  carton de 1000 g) ",2.2,"sare iodata extrafina defne 1kg",101,2.2,"sare iodata extrafina defne 1kg",101,2.2,"sare iodata extrafina defne 1kg",101
"188","sare marina grunjoasa solaris 500g",2.75,"sare grunjoasa  ",7.09,"musli 500g solaris",80,2.75,"sare marina grunjoasa solaris 500g",101,2.75,"sare marina grunjoasa solaris 500g",101
"189","smantana 12% grasime albalact 200g",2.35,"smintina (pahar plastic  175-200 ml) ",2.39,"smantana albalact 12% grasime 200g",100,2.49,"smantana 12% grasime albalact 200g",101,2.49,"smantana 12% grasime albalact 200g",101
"190","smantana 12% grasime albalact 900g",7.89,"smintina la galetusa, 12%  grasime (800-1000 ml) ",8.12,"smantana albalact 12% grasime 900g",100,8.29,"smantana 12% grasime albalact 900g",101,8.29,"smantana 12% grasime albalact 900g",101
"191","soia felii inedit 100g",2,"soia felii (punga 100-200 g)  ",1.75,"soia felii inedit 100g",101,2,"soia felii inedit 100g",101,2,"soia felii inedit 100g",101
"192","sos de maioneza spring 550ml",6.6,"maioneza (borcan sau bidon  plastic de 250-550 g) ",6.6,"sos de maioneza spring 550ml",101,7.99,"sos de maioneza 435g spring",90,7.85,"sos maioneza spring 450ml",91
"193","sos pentru paste cu busuioc cirio 420g",9,"sos pentru paste, diverse  sortimente (borcan 350-425 g) ",9,"sos pentru paste cu busuioc cirio 420g",101,8.8,"sos pentru paste cu busuioc cirio 420g",101,8.8,"sos pentru paste cu busuioc cirio 420g",101
"194","spaghetti panzani express 3 min. 500g",5.65,"spaghetti - import (pachet  de 500 g) ",5.65,"spaghetti panzani express 3min. 500g",99,5.65,"spaghetti panzani express 3 min. 500g",101,5.65,"spaghetti panzani express 3 min. 500g",101
"195","stafide aurii carrefour 250g",5.49,"stafide - vrac  ",2.99,"stafide aurii carrefour 250g",101,3.99,"stafide aurii carrefour 250g",101,4.99,"stafide aurii carrefour 250g",101
"196","sunca curcan feliata ifantis 200g",8.49,"sunca de curcan  ",6.3,"sunca curcan feliata ifantis 200g",101,8.49,"sunca curcan feliata ifantis 200g",101,8.49,"sunca curcan feliata ifantis 200g",101
"197","sunca presata neafumata aldis per kg",25.9,"sunca presata, de porc  ",25.9,"sunca presata neafumata aldis per kg",101,25.9,"sunca presata neafumata aldis per kg",101,25.9,"sunca presata neafumata aldis per kg",101
"198","supa instant de pui cu taitei knorr 59g",2.9,"supa de pui cu legume knorr""""  (pachet de 50-70 g) ",5.63,"taitei de orez instant cu gust de pui mild vifon kurczak 85g",76,2.9,"supa instant de pui cu taitei knorr 59g",101,2.9,"supa instant de pui cu taitei knorr 59g",101
"199","taitei lungi cu ou monte banato 200g",2.34,"taitei cu ou (punga de  200-400 g) ",2.34,"taitei lungi cu ou monte banato 200g",101,2.19,"taitei lungi cu ou monte banato 200g",101,2.3,"taitei lungi cu ou monte banato 200g",101
"200","telemea de capra olympus 350g",11.99,"brinza (telemea) din lapte de  capra ",11.25,"telemea de capra olympus 350g",101,10.9,"telemea de capra olympus 350g",101,12.45,"telemea de capra olympus 350g",101
"201","telemea de oaie olympus 350g",12.6,"brinza (telemea) din lapte de  oaie ",10.9,"telemea de oaie olympus 350g",101,10.79,"telemea de oaie olympus 350g",101,12.6,"telemea de oaie olympus 350g",101
"202","telemea de vaca natur hochland 350g",9.55,"brinza (telemea) din lapte de  vaca ",9.55,"telemea de vaca natur hochland 350g",101,8.1,"telemea de vaca natur hochland 350g",101,9.55,"telemea de vaca natur hochland 350g",101
"203","toast graham, feliat carrefour 600g",3.49,"piine graham  ",3.49,"toast graham, feliat carrefour 600g",101,3.49,"toast secara feliat carrefour 600g",89,3.49,"toast graham, feliat carrefour 600g",101
"204","toba casa angst per kg",30.9,"toba  ",30.9,"toba casa angst per kg",101,30.9,"toba casa angst per kg",101,30.9,"toba casa angst per kg",101
"205","tocana de leguma mandy foods 300g",3.2,"tocana de legume (borcan de  300-370 ml) ",3.2,"tocana de leguma mandy foods 300g",101,3.2,"tocana de leguma mandy foods 300g",101,3.9,"tocana de leguma mandy foods 300g",101
"206","ton maruntit in ulei vegetal hame ocean 185g",4.63,"ton in ulei (cutie de 185 g)  ",4.29,"ton maruntit in ulei vegetal hame ocean 185g",101,4.63,"ton maruntit in ulei vegetal hame ocean 185g",101,4.63,"ton maruntit in ulei vegetal hame ocean 185g",101
"207","ulei de floarea soarelui floriol 1l",5.89,"ulei de floarea soarelui,  dublu rafinat tip floriol""""  sau bunica""""",5.75,"ulei de floarea soarelui floriol 1l",101,6.1,"ulei de floarea soarelui floriol 1l",101,6.06,"ulei de floarea soarelui floriol 1l",101
"208","ulei de floarea soarelui unisol 1l",5.71,"ulei de floarea soarelui,  dublu rafinat ",5.7,"ulei de floarea soarelui unisol 1l",101,5.39,"ulei de floarea soarelui unisol 1l",101,5.57,"ulei de floarea soarelui unisol 1l",101
"209","ulei de floarea-soarelui untdelemn de la bunica 1l",5.75,"ulei de floarea soarelui,  dublu rafinat tip floriol""""  sau bunica""""",5.77,"ulei de floarea-soarelui untdelemn de la bunica 1l",101,5.75,"ulei de floarea-soarelui untdelemn de la bunica 1l",101,5.75,"ulei de floarea-soarelui untdelemn de la bunica 1l",101
"210","ulei de masline extra virgin mueloliva 500ml",20,"ulei de masline (sticla de  500 ml) ",18,"ulei de masline extra virgin mueloliva 500ml",101,20,"ulei de masline extra virgin mueloliva 500ml",101,20,"ulei de masline extra virgin mueloliva 500ml",101
"211","unt de masa lacto solomonescu 65% grasime 200g",5.3,"unt de masa, cu 65% grasime  (pachet de 200 g) ",4.49,"unt de masa lacto solomonescu 65% grasime 200g",101,6.45,"unt de masa lacto solomonescu 65% grasime 200g",101,6.45,"unt de masa lacto solomonescu 65% grasime 200g",101
"212","unt oldenburger 82% grasime 250g",11.4,"unt - import (pachet de  250 g) ",9.5,"unt oldenburger 82% grasime 250g",101,11.6,"unt oldenburger 82% grasime 250g",101,14.4,"unt oldenburger 82% grasime 250g",101
"213","unt superior covalact 80% grasime 200g",8.6,"unt de masa, cca. 80% grasime  (pachet de 200 g) ",6.89,"unt superior covalact 80% grasime 200g",101,7.49,"unt superior covalact 80% grasime 200g",101,9.5,"unt superior covalact 80% grasime 200g",101
"214","zacusca traditionala mandy 300g",4.1,"zacusca traditionala (borcan  270-315 g) ",4.1,"zacusca traditionala mandy 300g",101,3.45,"zacusca taraneasca mandy 300g",83,4.97,"mandy zacusca 300g",100
"215","zahar brun auriu gold demerara 500g",7.09,"zahar brun (500 g)  ",6.2,"zahar brun auriu gold demerara 500g",101,6.2,"zahar brun auriu gold demerara 500g",101,6.2,"zahar brun auriu gold demerara 500g",101
"216","zahar brun dark demerara 500g",7.09,"zahar brun (500 g)  ",6.2,"zahar brun dark demerara 500g",101,4.7,"zahar brun dark 500g demerara",100,4.7,"zahar brun dark 500g demerara",100
"217","zahar cubic margaritar 500g",2.85,"zahar cubic, preambalat  (500 g) ",3,"zahar cubic margaritar 500g",101,2.85,"zahar cubic margaritar 500g",101,2.85,"zahar cubic margaritar 500g",101
"218","zahar pudra margaritar 500g",3.15,"zahar pudra, preambalat  (500 g) ",3.15,"zahar pudra margaritar 500g",101,3.15,"zahar pudra margaritar 500g",101,3.15,"zahar pudra margaritar 500g",101
"219","zahar vanilat dr.oetker bourbon 8g",1.2,"zahar vanilat (plic de 8-10 g)  ",0.9,"zahar vanilat dr.oetker bourbon 8g",101,1.2,"zahar vanilat dr.oetker bourbon 8g",101,1.2,"zahar vanilat dr.oetker bourbon 8g",101
"220","lamai kg",8.99,"lamii  ",8.99,"lamai kg",101,5.99,"lamai kg",101,5.99,"lamai kg",101
"221","nectarine",3.99,"nectarine  ",6.99,"nectarine",101,4.99,"mandarine kg",57,4.99,"mandarine kg",57
"222","piersici",3.49,"piersici  ",3.59,"piersici",101,5.99,"piersici",101,3.99,"suc de piersici ciao 2 l",100
"223","mere idared kg",3.99,"mere  ",3.99,"mere idared kg",101,3.99,"mere idared kg",101,3.99,"mere idared kg",101
"224","mere golden",4.49,"mere  ",3.99,"mere golden",101,3.79,"mere golden",101,3.79,"mere golden",101
"225","portocale",5.69,"portocale  ",4.99,"portocale",101,6.99,"portocale",101,6.99,"portocale",101
"226","grapefruit rosu",7.49,"grapefruit  ",9.49,"grapefruit rosu",101,8.49,"grapefruit rosu",101,5.99,"grapefruit rosu",101
"227","struguri albi",7.49,"struguri de masa  ",10.99,"struguri albi",101,6.79,"struguri albi",101,6.99,"struguri albi",101
"228","prune",2.49,"prune proaspete  ",8.99,"prune",101,4.99,"prune",101,4.99,"prune",101
"229","kiwi / vrac",10.99,"kiwi  ",9.99,"kiwi / vrac",101,6.49,"kiwi / vrac",101,6.49,"kiwi / vrac",101
"230","ananas",6.99,"compot de ananas - import  (cutie metalica de 565 ml) ",5.99,"ananas",101,5.99,"ananas",101,5.99,"ananas",101
"231","winny stafide 250g",3.51,"stafide - vrac  ",3.47,"winny stafide 250g",101,3.52,"winny stafide 250g",101,3.52,"winny stafide 250g",101
"232","morcovi kg",1.59,"morcovi  ",1.99,"morcovi kg",101,1.69,"morcovi kg",101,1.59,"morcovi kg",101
"233","ardei gras bianca",2.49,"ardei gras, de cimp  ",4.99,"ardei gras bianca",101,4.99,"ardei gras bianca",101,4.99,"ardei gras bianca",101
"234","ceapa galbena",1.29,"ceapa uscata  ",1.69,"ceapa galbena",101,1.29,"ceapa galbena",101,1.29,"ceapa galbena",101
"235","rosii proaspete",3.29,"tomate (rosii) de cimp  ",4.49,"rosii proaspete",101,4.99,"rosii proaspete",101,5.49,"rosii proaspete",101
"236","castraveti cornichon",2.19,"castraveti proaspeti, de cimp  ",2.49,"castraveti cornichon",101,5.49,"castraveti cornichon",101,5.49,"castraveti cornichon",101
"237","dovlecei",1.29,"dovlecei  ",1.99,"dovlecei",101,4.99,"dovlecei",101,4.99,"dovlecei",101
"238","varza alba",0.99,"varza alba dulce, timpurie si  de vara ",1.49,"varza alba tocata carrefour 220g",100,1.49,"varza alba",101,1.29,"varza alba",101
"239","cartofi rosii",1.29,"cartofi de toamna  ",2.49,"cartofi rosii noi kg",100,1.29,"cartofi rosii",101,1.29,"cartofi rosii",101
"240","olympia bors 1l",1.9,"bors (sticla sau punga plastic  1 l) ",1.92,"olympia bors 1l",101,1.93,"olympia bors 1l",101,1.93,"olympia bors 1l",101
"241","ciuperci champignon kg",8.99,"ciuperci champignon"" (de""  cultura) ",8.99,"ciuperci champignon kg",101,9.99,"ciuperci champignon kg",101,9.99,"ciuperci champignon kg",101
"242","sfecla rosie kg",1.69,"sfecla rosie  ",1.79,"sfecla rosie noua",89,1.29,"sfecla rosie kg",101,1.19,"sfecla rosie kg",101
"243","fasole alba kg",6.99,"fasole uscata  ",5.99,"fasole alba kg",101,7.49,"fasole alba kg",101,7.49,"fasole alba kg",101
"244","salata verde",1.89,"salata verde, de cimp  ",1.69,"salata verde",101,1.99,"salata verde",101,1.99,"salata verde",101
"245","pulpa de pui cu spate durdulan",8.42,"pulpe pui, preambalate  ",8.42,"pulpa de pui cu spate durdulan",101,8.49,"pulpa de pui cu spate durdulan",101,8.49,"pulpa de pui cu spate durdulan",101
"246","fragedo ficat pui",14.06,"ficat pui, preambalat  ",14.06,"fragedo ficat pui",101,13.99,"fragedo ficat pui",101,13.99,"fragedo ficat pui",101
"247","carne tocata de porc cora",11.69,"carne tocata amestec (porc si  vita) ",13.99,"carne tocata de porc cora",101,14.49,"carne tocata de porc cora",101,14.49,"carne tocata de porc cora",101
"248","fragedo piept pui dezosat",21.97,"piept de pui, dezosat,  preambalat ",21.97,"fragedo piept pui dezosat",101,21.99,"fragedo piept pui dezosat",101,21.99,"fragedo piept pui dezosat",101
"249","fragedo pipote si inimi",13.18,"pipote si inimi de pui si  gaina, preambalate ",13.18,"fragedo pipote si inimi",101,13.18,"fragedo pipote si inimi",101,13.18,"fragedo pipote si inimi",101
"250","cora amestec carne tocata porc si vita",13.99,"carne tocata amestec (porc si  vita) ",16.69,"cora amestec carne tocata porc si vita",101,16.99,"cora amestec carne tocata porc si vita",101,16.99,"cora amestec carne tocata porc si vita",101
"251","cora cotlet de porc fara os",20.99,"ceafa, cotlet fara os si  slanina ",20.99,"cora cotlet de porc fara os",101,20.99,"cora cotlet de porc fara os",101,20.99,"cora cotlet de porc fara os",101
